memory,receiver,mean_evm_percent_30db,mean_ber_30db,rows
exponential_tau_0.10,raw,98.31993657445402,0.443287037037037,45
exponential_tau_0.10,fir7,28.529955749685598,0.02368344907407408,45
exponential_tau_0.10,iir2,28.819238826058385,0.022251157407407407,45
exponential_tau_0.10,soe_state,74.79511382226414,0.13776041666666666,45
soe_two_scale,raw,99.4373328350101,0.46631944444444445,45
soe_two_scale,fir7,39.468272902653034,0.06182002314814815,45
soe_two_scale,iir2,42.48013890596807,0.0632523148148148,45
soe_two_scale,soe_state,99.40725109533018,0.19651331018518517,45
